;Q00_TESTING_Q62;Q40_URBOS;Q46_KAOHSIUNG;Q53_UTRECHT;Q54_LUXEMBURGO;Q56_CANBERRA;Q57_NEWCASTLE;Q59_AMSTERDAM;Q62_DE LIJN WEST FLANDERS;Q64_MAURITIUS;Q66_VITORIA;Q67_LUND;Q68_OSLO;Q70_PARRAMATA;Q72_BIRMINGHAM_3GT;Q75_LISBOA;Q80_MULTIOFERTA
PLC_HMI_S3D7_Sts;1;1;1;0;0;0;0;0;1;1;1;1;0;1;0;0;0
MUESTRA_PUERTA_TIRADOR_S3D8;1;1;0;0;0;0;0;0;1;1;1;1;0;0;1;0;0
PLC_HMI_S3D8_Sts;1;1;1;0;0;0;0;0;1;1;1;1;0;1;0;0;0
MUESTRA_PUERTA_TIRADOR_C2D1;1;1;0;1;0;1;0;0;1;1;1;1;1;1;1;0;0
PLC_HMI_C2D1_Sts;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;0;0
MUESTRA_PUERTA_TIRADOR_C2D2;1;1;0;1;0;1;0;0;1;1;1;1;1;1;1;0;0
PLC_HMI_C2D2_Sts;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;0;0
MUESTRA_PUERTA_TIRADOR_S2D3;1;1;0;1;0;0;0;0;1;1;1;1;1;1;1;1;0
PLC_HMI_S2D3_Sts;1;1;1;0;0;0;0;0;1;1;1;1;1;1;1;0;0
MUESTRA_PUERTA_TIRADOR_S2D4;1;1;0;1;0;0;0;0;1;1;1;1;1;1;1;0;0
PLC_HMI_S2D4_Sts;1;1;1;0;0;0;0;0;1;1;1;1;1;1;1;0;0
MUESTRA_PUERTA_TIRADOR_S2D5;1;1;0;1;0;0;0;0;1;1;1;1;1;1;1;1;0
PLC_HMI_S2D5_Sts;1;1;1;0;0;0;0;0;1;1;1;1;1;1;1;0;0
MUESTRA_PUERTA_TIRADOR_S2D6;1;1;0;1;0;0;0;0;1;1;1;1;1;1;1;0;0
PLC_HMI_S2D6_Sts;1;1;1;0;0;0;0;0;1;1;1;1;1;1;1;0;0
MUESTRA_PUERTA_TIRADOR_S2D7;1;1;0;1;0;1;0;0;1;1;1;1;0;1;1;0;0
PLC_HMI_S2D7_Sts;1;1;1;0;0;1;1;1;1;1;1;1;0;1;0;0;0
MUESTRA_PUERTA_TIRADOR_S2D8;1;1;0;1;0;1;0;0;1;1;1;1;0;1;1;0;0
PLC_HMI_S2D8_Sts;1;1;1;0;0;1;1;1;1;1;1;1;0;1;0;0;0
MUESTRA_PUERTA_TIRADOR_S4D3;1;1;0;1;0;0;0;0;1;1;1;1;0;0;1;0;0
PLC_HMI_S4D3_Sts;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0
MUESTRA_PUERTA_TIRADOR_S4D4;1;0;0;1;0;0;0;0;1;1;1;1;0;0;0;0;0
PLC_HMI_S4D4_Sts;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0
MUESTRA_PUERTA_TIRADOR_S4D5;1;0;0;1;0;0;0;0;1;1;1;1;0;0;0;0;0
PLC_HMI_S4D5_Sts;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0
MUESTRA_PUERTA_TIRADOR_S4D6;1;0;0;1;0;0;0;0;1;1;1;1;0;0;0;0;0
PLC_HMI_S4D6_Sts;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0
MUESTRA_PUERTA_TIRADOR_S4D7;1;0;0;1;0;0;0;0;1;1;1;1;0;0;0;0;0
PLC_HMI_S4D7_Sts;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0
MUESTRA_PUERTA_TIRADOR_S4D8;1;0;0;1;0;0;0;0;1;1;1;1;0;0;0;0;0
PLC_HMI_S4D8_Sts;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0
PLC_HMI_RAM_S1D4;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
MUESTRA_RAMPA_S1D3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PLC_HMI_RAM_S1D3_Sts;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
MUESTRA_RAMPA_S1D4;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PLC_HMI_RAM_S1D4_Sts;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
b_Show_Left_DoorC1;1;1;1;0;0;1;1;0;1;1;1;1;0;1;1;0;0
b_Show_Right_DoorC1;1;1;1;0;0;1;1;0;1;1;1;1;0;1;1;0;0
PLC_HMI_PIC_C1D1;1;1;1;0;0;1;1;0;1;1;1;1;0;1;1;0;1
PLC_HMI_PIC_C1D2;1;1;1;0;0;1;1;0;1;1;1;1;0;1;1;0;1
PLC_HMI_PIC_S1D3;1;1;1;0;0;1;1;0;1;1;1;1;0;1;1;0;1
PLC_HMI_PIC_S1D4;1;1;1;0;0;1;1;0;1;1;1;1;0;1;1;0;1
PLC_HMI_PIC_S1D5;1;1;1;0;0;1;1;0;1;1;1;1;0;1;1;0;1
PLC_HMI_PIC_S1D6;1;1;1;0;0;1;1;0;1;1;1;1;0;1;1;0;1
PLC_HMI_PIC_S1D7;1;1;1;0;0;1;1;0;1;1;1;1;0;1;1;0;1
PLC_HMI_PIC_S1D8;1;1;1;0;0;1;1;0;1;1;1;1;0;1;1;0;1
PLC_HMI_PIC_S3D3;1;1;1;0;0;1;1;0;1;1;1;1;0;1;1;0;0
PLC_HMI_PIC_S3D4;1;1;1;0;0;1;1;0;1;1;1;1;0;1;1;0;0
PLC_HMI_PIC_S3D5;1;1;1;0;0;1;1;0;1;1;1;1;0;1;1;0;0
PLC_HMI_PIC_S3D6;1;1;1;0;0;1;1;0;1;1;1;1;0;1;1;0;0
PLC_HMI_PIC_S3D7;1;1;1;0;0;1;1;0;1;1;1;1;0;1;1;0;0
PLC_HMI_PIC_S3D8;1;1;1;0;0;1;1;0;1;1;1;1;0;1;1;0;0
PLC_HMI_PIC_S4D3;1;0;0;0;0;1;0;0;1;1;1;1;0;0;0;0;0
PLC_HMI_PIC_S4D4;1;0;0;0;0;1;0;0;1;1;1;1;0;0;0;0;0
PLC_HMI_PIC_S4D5;1;0;0;0;0;1;0;0;1;1;1;1;0;0;0;0;0
PLC_HMI_PIC_S4D6;1;0;0;0;0;1;0;0;1;1;1;1;0;0;0;0;0
PLC_HMI_PIC_S4D7;1;0;0;0;0;1;0;0;1;1;1;1;0;0;0;0;0
PLC_HMI_PIC_S4D8;1;0;0;0;0;1;0;0;1;1;1;1;0;0;0;0;0
PLC_HMI_PIC_S2D3;1;1;1;0;0;1;1;0;1;1;1;1;0;1;1;0;1
PLC_HMI_PIC_S2D4;1;1;1;0;0;1;1;0;1;1;1;1;0;1;1;0;1
PLC_HMI_PIC_S2D5;1;1;1;0;0;1;1;0;1;1;1;1;0;1;1;0;1
PLC_HMI_PIC_S2D6;1;1;1;0;0;1;1;0;1;1;1;1;0;1;1;0;1
PLC_HMI_PIC_S2D7;1;1;1;0;0;1;1;0;1;1;1;1;0;1;1;0;1
PLC_HMI_PIC_S2D8;1;1;1;0;0;1;1;0;1;1;1;1;0;1;1;0;1
PLC_HMI_PIC_C2D1;1;1;1;0;0;1;1;0;1;1;1;1;0;1;1;0;1
PLC_HMI_PIC_C2D2;1;1;1;0;0;1;1;0;1;1;1;1;0;1;1;0;1
PLC_HMI_TIR_C1D1;1;1;1;0;0;1;1;0;1;1;1;1;0;1;1;0;1
PLC_HMI_TIR_C1D2;1;1;1;0;0;1;1;0;1;1;1;1;0;1;1;0;1
PLC_HMI_TIR_S1D3;1;1;1;0;0;1;1;0;1;1;1;1;0;1;1;0;1
PLC_HMI_TIR_S1D4;1;1;1;0;0;1;1;0;1;1;1;1;0;1;1;0;1
PLC_HMI_TIR_S1D5;1;1;1;0;0;1;1;0;1;1;1;1;0;1;1;0;1
PLC_HMI_TIR_S1D6;1;1;1;0;0;1;1;0;1;1;1;1;0;1;1;0;1
PLC_HMI_TIR_S1D7;1;1;1;0;0;1;1;0;1;1;1;1;0;1;1;0;1
PLC_HMI_TIR_S1D8;1;1;1;0;0;1;1;0;1;1;1;1;0;1;1;0;1
PLC_HMI_TIR_S3D3;1;1;1;0;0;1;1;0;1;1;1;1;0;1;1;0;0
PLC_HMI_TIR_S3D4;1;1;1;0;0;1;1;0;1;1;1;1;0;1;1;0;0
PLC_HMI_TIR_S3D5;1;1;1;0;0;1;1;0;1;1;1;1;0;1;1;0;0
PLC_HMI_TIR_S3D6;1;1;1;0;0;1;1;0;1;1;1;1;0;1;1;0;0
PLC_HMI_TIR_S3D7;1;1;1;0;0;1;1;0;1;1;1;1;0;1;1;0;0
PLC_HMI_TIR_S3D8;1;1;1;0;0;1;1;0;1;1;1;1;0;1;1;0;0
PLC_HMI_TIR_S4D3;1;0;0;0;0;1;0;0;1;1;1;1;0;0;0;0;0
PLC_HMI_TIR_S4D4;1;0;0;0;0;1;0;0;1;1;1;1;0;0;0;0;0
PLC_HMI_TIR_S4D5;1;0;0;0;0;1;0;0;1;1;1;1;0;0;0;0;0
PLC_HMI_TIR_S4D6;1;0;0;0;0;1;0;0;1;1;1;1;0;0;0;0;0
PLC_HMI_TIR_S4D7;1;0;0;0;0;1;0;0;1;1;1;1;0;0;0;0;0
PLC_HMI_TIR_S4D8;1;0;0;0;0;1;0;0;1;1;1;1;0;0;0;0;0
PLC_HMI_TIR_S2D3;1;1;1;0;0;1;1;0;1;1;1;1;0;1;1;0;1
PLC_HMI_TIR_S2D4;1;1;1;0;0;1;1;0;1;1;1;1;0;1;1;0;1
PLC_HMI_TIR_S2D5;1;1;1;0;0;1;1;0;1;1;1;1;0;1;1;0;1
PLC_HMI_TIR_S2D6;1;1;1;0;0;1;1;0;1;1;1;1;0;1;1;0;1
PLC_HMI_TIR_S2D7;1;1;1;0;0;1;1;0;1;1;1;1;0;1;1;0;1
PLC_HMI_TIR_S2D8;1;1;1;0;0;1;1;0;1;1;1;1;0;1;1;0;1
PLC_HMI_TIR_C2D1;1;1;1;0;0;1;1;0;1;1;1;1;0;1;1;0;1
PLC_HMI_TIR_C2D2;1;1;1;0;0;1;1;0;1;1;1;1;0;1;1;0;1
b_Button1_C1;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0
b_Button2_C1;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0
b_Button3_C1;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0
b_Button1_R;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0
b_Button2_R;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0
b_Button3_R;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0
b_Button1_C2;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0
b_Button2_C2;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0
b_Button3_C2;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0
b_ShowTCUIsoPB;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0
PLC_HMI_DrIso_IcoBCU_C1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PLC_HMI_DrIso_IcoBCU_R;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PLC_HMI_DrIso_IcoBCU_C2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PLC_HMI_DrIso_IcoTCU_C1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
PLC_HMI_DrIso_IcoTCU_C2;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
PLC_HMI_DrIso_IcoInv1_C1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PLC_HMI_DrIso_IcoInv2_C1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PLC_HMI_DrIso_IcoInv1_C2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PLC_HMI_DrIso_IcoInv2_C2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PLC_HMI_DrEn_BCU_C1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PLC_HMI_DrEn_BCU_R;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PLC_HMI_DrEn_BCU_C2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PLC_HMI_DrIso_BCU_C1;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0
PLC_HMI_DrIso_BCU_R;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0
PLC_HMI_DrIso_BCU_C2;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0
PLC_HMI_DrEn_Inv1_C1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PLC_HMI_DrEn_Inv2_C1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PLC_HMI_DrEn_Inv1_C2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PLC_HMI_DrEn_Inv2_C2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PLC_HMI_DrIso_Inv1_C1;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0
PLC_HMI_DrIso_Inv2_C1;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0
PLC_HMI_DrIso_Inv1_C2;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0
PLC_HMI_DrIso_Inv2_C2;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0
PLC_HMI_DrEnAco_BCU_R;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PLC_HMI_DrEnAco_BCU_C2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PLC_HMI_DrIsoAco_BCU_C1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1
PLC_HMI_DrIsoAco_BCU_R;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1
PLC_HMI_DrIsoAco_BCU_C2;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1
PLC_HMI_DrEnAco_Inv1_C1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PLC_HMI_DrEnAco_Inv2_C1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PLC_HMI_DrEnAco_Inv1_C2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PLC_HMI_DrEnAco_Inv2_C2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PLC_HMI_DrIsoAco_Inv1_C1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PLC_HMI_DrIsoAco_Inv2_C1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PLC_HMI_DrIsoAco_Inv1_C2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PLC_HMI_DrIsoAco_Inv2_C2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PLC_HMI_DrIsoAco_IcoTCU_C2;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
PLC_HMI_DrIsoAco_IcoInv1_C1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PLC_HMI_DrIsoAco_IcoInv2_C1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PLC_HMI_DrIsoAco_IcoInv1_C2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PLC_HMI_DrIsoAco_IcoInv2_C2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PLC_HMI_DrIsoAco_IcoBCU_C1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PLC_HMI_DrIsoAco_IcoBCU_C2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PLC_HMI_DrIsoAco_IcoBCU_R;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PIL_LZ_FRENO_OK;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
PIL_LZ_FRENO_SETA_SEG;1;0;0;0;0;1;0;1;1;1;1;1;0;1;1;0;0
PIL_LZ_FRENO_SETA_EMER;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PIL_LZ_FRENO_SUPERVISION;1;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0
PIL_LZ_FRENO_MANIP_FU;1;0;0;0;0;1;0;1;1;1;1;1;0;1;1;0;0
PIL_LZ_FRENO_INV_MARCHA;1;0;0;0;0;1;0;1;1;1;1;1;0;1;1;0;0
PIL_LZ_FRENO_HOM_MUERTO;1;0;0;0;0;1;0;1;1;1;1;1;0;1;1;0;0
PIL_LZ_FRENO_BYPASS_ZERO_SPEED;1;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0
PIL_LZ_FRENO_DOOR_LOOP;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0
PIL_LZ_FRENO_ROLLBACK;1;0;0;0;0;0;0;1;1;1;0;1;1;1;0;0;0
PIL_LZ_FRENO_BACK_1M;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
PIL_LZ_FRENO_TOMA_EXT;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PIL_LZ_FRENO_EMERGENCY_LOOP;1;0;0;0;0;1;0;1;1;1;0;1;0;1;1;0;0
PIL_LZ_E12_EED;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PIL_LZ_FRENO_ZUB_EMERGENCY;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PIL_LZ_FRENO_BYPASS_DEADMAN;1;0;0;0;0;1;0;1;1;1;1;1;0;1;1;0;0
PIL_LZ_FRENO_BYPASS_LZ_DOOR;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0
PIL_LZ_FRENO_BYPASS_LZ_URG;1;0;0;0;0;1;0;1;1;1;1;1;0;1;1;0;0
PIL_LZ_TRAK_OK;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
PIL_LZ_TRAC_BRAKES_EED;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0
PIL_LZ_TRAC_OVERSPEED_CURVE;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PIL_LZ_TRAC_BYPASS_LZ_TRAC;1;0;0;0;0;1;0;1;1;1;1;1;0;1;1;0;0
PIL_LZ_TRAC_BYPASS_NULL_SPEED;1;0;0;0;0;1;0;1;1;0;1;1;0;1;1;0;0
b_PA_INT_Show;1;1;1;0;0;0;1;0;1;1;1;0;0;1;1;1;1
b_PA_EXT_Show;1;1;1;0;0;0;1;0;1;1;1;0;0;1;1;1;1
b_PAS_Show;1;1;1;0;0;0;1;0;1;1;1;0;0;1;1;1;1
b_CAB_CAB_Show;1;1;1;0;0;0;1;0;1;1;1;0;0;1;1;1;1
b_RADIO_In_Show;1;1;1;0;0;0;1;0;1;1;1;0;0;1;1;1;1
b_RADIO_Out_Show;1;1;1;0;0;0;1;0;1;1;1;0;0;1;1;1;1
b_PAS_PCC_Show;1;1;1;0;0;0;1;0;1;1;1;0;0;1;1;1;1
b_Music_Show;1;1;1;0;0;0;1;0;1;1;1;0;0;1;1;1;1
b_Listen_Show;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
b_Talk_Show;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
MUESTRA_HERMES;1;0;1;0;0;0;0;0;1;1;1;0;0;1;0;0;0
b_Listen;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
b_Talk;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
b_Cancel_Intercom;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
b_PA_EXT_Pulse;1;1;1;0;0;0;1;0;1;1;1;0;0;1;1;1;0
b_Talk_Pulse;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
b_Listen_Pulse;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
b_Cancel_Intercom_Pulse;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
b_C1D1;1;1;1;0;0;0;1;0;1;1;0;0;0;0;1;0;0
b_C1D2;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0
b_S1D3;1;1;1;0;0;0;1;0;1;1;0;0;0;0;1;0;0
b_S1D4;1;1;1;0;0;0;1;0;1;1;0;1;0;0;1;1;0
b_S1D5;1;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0
b_S1D6;1;1;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0
b_S1D7;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
b_S1D8;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
b_S3D3;1;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0
PLC_HMI_PIC_S3D3_Sts;1;1;1;0;0;0;0;0;1;1;1;0;0;1;0;0;0
b_S3D4;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
PLC_HMI_PIC_S3D4_Sts;1;1;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0
b_S3D5;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PLC_HMI_PIC_S3D5_Sts;1;1;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0
b_S3D6;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PLC_HMI_PIC_S3D6_Sts;1;1;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0
b_S3D7;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PLC_HMI_PIC_S3D7_Sts;1;1;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0
b_S3D8;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PLC_HMI_PIC_S3D8_Sts;1;1;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0
b_S4D3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PLC_HMI_PIC_S4D3_Sts;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
b_S4D4;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PLC_HMI_PIC_S4D4_Sts;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
b_S4D5;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PLC_HMI_PIC_S4D5_Sts;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
b_S4D6;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PLC_HMI_PIC_S4D6_Sts;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
b_S4D7;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PLC_HMI_PIC_S4D7_Sts;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
b_S4D8;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PLC_HMI_PIC_S4D8_Sts;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
b_C2D1;1;1;1;0;0;0;1;0;1;1;0;0;0;0;1;0;0
b_C2D2;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0
b_S2D3;1;1;1;0;0;0;1;0;1;1;0;0;0;0;1;1;0
b_S2D4;1;1;1;0;0;0;1;0;1;1;0;1;0;0;1;0;0
b_S2D5;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;1;0
b_S2D6;1;1;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0
b_S2D7;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
b_S2D8;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PLC_HMI_VideoStr_A1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;1
PLC_HMI_VideoStr_A2;1;1;1;0;0;1;0;0;1;1;1;1;1;1;1;0;1
PLC_HMI_VideoStr_B1;1;1;1;0;0;1;0;0;1;1;1;1;1;1;1;0;1
PLC_HMI_VideoStr_B2;1;1;1;0;0;1;0;0;1;1;1;1;1;1;1;0;1
PLC_HMI_HVACMant_C1_Show;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0
b_PilCab1;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0
PLC_HMI_HVACMant_S1_Show;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0
b_PilSal1;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0
PLC_HMI_HVACMant_S2_Show;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0
b_PilSal2;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0
PLC_HMI_HVACMant_C2_Show;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0
b_PilCab2;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0
PLC_HMI_Date_Time_Show;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Q40_SR_HMI_0010_0_0;1;0;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1
Q40_SR_HMI_0015_0_0;1;0;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1
PLC_SELECT_VALUE_AddValue;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
PLC_SELECT_VALUE_GetValue;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
Q40_SR_HMI_0050_0_0;1;0;0;1;0;1;0;1;1;0;0;1;1;1;1;1;1
PLC_TIME_SetValue;1;1;0;0;1;1;1;1;1;1;1;1;1;1;0;1;0
Q40_SR_HMI_0120_0_0;1;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0
Q40_SR_HMI_0140_0_2;1;0;0;0;0;0;0;1;1;1;0;1;1;1;0;0;0
Q40_SR_HMI_0145_0_0;1;0;0;1;1;1;0;1;1;0;0;1;1;1;1;0;1
l_di_pul_paydesk_light_c1_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_di_pul_paydesk_light_c2_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_HMI_C1_CMD_SAL_LIGHT_AUTO_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_HMI_C2_CMD_SAL_LIGHT_AUTO_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_DI_PUL_SAL_LIGHT_AUTO_C1_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_DI_PUL_SAL_LIGHT_AUTO_C2_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_CV_PRESENCIA_AT_ant;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
l_CV_DES_BAT_ant;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0
l_sal_light_auto;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_emerg_lights_off;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_auto_mode;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_no_luces_anti;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_not_light;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_not_light_delay;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_not_light_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_not_light_delay_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_no_luces;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
l_no_luces_delay;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
