;Q00_TESTING_Q62;Q40_URBOS;Q46_KAOHSIUNG;Q53_UTRECHT;Q54_LUXEMBURGO;Q56_CANBERRA;Q57_NEWCASTLE;Q59_AMSTERDAM;Q62_DE LIJN WEST FLANDERS;Q64_MAURITIUS;Q66_VITORIA;Q67_LUND;Q68_OSLO;Q70_PARRAMATA;Q72_BIRMINGHAM_3GT;Q75_LISBOA;Q80_MULTIOFERTA
AX_ENG_AUTO_INHIB;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
AX_ENG_CMD_MANT_C1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PIL_CMD_FLANGE_LUB_MANT_C1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
AX_ENG_CMD_MANT_C2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PIL_CMD_FLANGE_LUB_MANT_C2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
DO_BB_TEST_ENGRASE_C1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
AX_DRAIN_CMD;1;1;0;0;0;1;0;0;1;1;1;0;0;1;0;0;1
AX_ENG_CMD;1;1;1;1;1;1;0;0;1;0;0;0;1;1;0;0;0
PIL_CMD_FLANGE_LUB;1;0;1;1;1;1;1;0;1;0;0;0;1;1;1;0;0
PIL_DRAIN_HEAT_CMD;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
DO_CALEFAC_PURGAS_C1;1;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0
DO_ENGRASE_C1;1;0;1;1;0;0;1;1;1;0;1;0;0;1;0;0;0
DO_ENGRASE_C2;1;0;1;1;0;0;1;1;1;0;1;0;0;1;0;0;0
PLC_Param1_CV;1;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0
PLC_Param1;1;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0
PLC_Num_Lub;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
PLC_Num_Lub_CV;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
AX_ENG_FAIL;1;1;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0
AX_PRUEBA_LAMP_C1;1;1;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0
AX_PRUEBA_LAMP_C2;1;1;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0
PIL_CMD_LAMP_TEST;1;0;1;0;0;0;1;0;1;0;0;0;0;1;1;0;0
AX_PRUEBA_LAMP_EXT;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PIL_CMD_EXT_LAMP_TEST;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
DO_LUNETA_C1;1;1;1;0;1;1;0;1;1;1;0;0;1;0;0;1;0
DO_LUNETA_C2;1;1;1;0;1;1;0;0;1;1;0;0;1;0;0;0;0
DO_PILOTO_LUNETA_C1;1;0;1;0;1;1;0;1;1;0;0;0;0;0;1;1;0
AX_LIMPIA_SETPOINT;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PLC_CF_TimeONLimpInt;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PLC_CF_TimeOFFLimpInt;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
AX_LIMP_C1;1;1;1;0;0;0;1;1;1;0;0;1;0;0;0;0;0
AX_LIMP_C2;1;1;1;0;0;0;1;1;1;0;0;1;0;0;0;0;0
DO_REARWARDS_C2;1;1;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0
AX_GONG_EN;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
DO_GONG_C1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
DO_GONG_C2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
DO_KLAXON_C1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PIL_CMD_CLAXON;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
DO_PILOTO_CLAXON_C1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
AX_STOP_PMR_S1_STATUS;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
AX_STOP_PMR_S2_STATUS;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
AX_STOP_PMR_S2;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0
AX_STOP_PMR_ACK_S1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
AX_STOP_PMR_ACK_S2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
DO_PILOTO_PMR_REQUEST_C1;1;0;1;0;1;0;1;1;1;1;0;0;0;0;0;1;0
DO_PILOTO_PMR_REQUEST_C2;1;0;1;0;1;0;1;1;1;1;0;0;0;0;0;0;0
PIL_CMD_PMR_STOP_REQ;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
AX_PMR_BUTTON_PRESSED;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
DO_ZUMBADOR_2_C1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
DO_ZUMBADOR_2_C2;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
PIL_CMD_ROD_LUB;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
DO_ENABLE_ENG_ROD_C1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
DO_ENGRASE_ROD_R;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
DO_BB_TEST_ENGR;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PLC_Param10_CV;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PLC_Param10;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PLC_Num_Rod_Lub;1;1;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0
PLC_Num_Rod_Lub_CV;1;1;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0
DO_STOP_REQUEST_C1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
DO_STOP_REQUEST_C2;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
DO_STOP_REQUEST_LIGHT_C1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
DO_STOP_REQUEST_LIGHT_C2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
AX_EMER_CALL;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
DO_VENT_INHIB_PIL_C1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
AX_PASS_ALARM;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
DO_BOTON_ALARMA_C1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
DO_BOTON_ALARMA_C2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
DO_PILOTO_TRACK_SWITCH_C1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
DO_PILOTO_TRACK_SWITCH_C2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
DO_MEGAFONIA_ACOPLADO_C1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_hmi_c1_cmd_gong_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_hmi_c2_cmd_gong_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_hmi_c1_cmd_claxon_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_hmi_c2_cmd_claxon_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
l_hmi_c2_ack_pmr_request_ant;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Q40_SR_AX_0010_2_1;1;0;0;0;0;1;0;1;1;0;1;1;0;0;0;0;0
Q40_SR_AX_0020_1_0;1;0;0;1;1;1;0;1;1;0;1;1;0;0;0;0;0
Q40_SR_AX_0025_0_0;1;0;0;1;1;1;0;1;1;0;1;1;1;1;0;0;0
Q40_SR_AX_0030_1_0;1;0;0;1;1;1;0;1;1;0;1;1;1;0;0;0;0
Q40_SR_AX_0040_0_0;1;0;0;1;1;0;0;1;1;0;1;1;1;1;0;0;1
Q40_SR_AX_0050_0_0;1;0;0;0;0;0;0;1;1;0;1;0;1;1;1;0;1
Q40_SR_AX_0051_0_0;1;0;0;1;1;1;0;1;1;0;1;1;1;1;0;0;0
Q40_SR_AX_0053_0_0;1;0;0;1;1;1;0;1;1;0;1;1;0;0;0;0;0
Q40_SR_AX_0054_1_0;1;0;0;1;1;1;0;1;1;0;1;1;1;1;0;0;0
Q40_SR_AX_0055_1_0;1;0;0;1;1;1;0;1;1;0;1;0;1;1;0;0;0
Q40_SR_AX_0056_0_0;1;0;0;1;1;1;0;1;1;0;1;0;0;1;0;0;0
Q40_SR_AX_0057_0_0;1;0;0;1;1;1;0;1;1;0;0;1;0;1;0;0;0
Q40_SR_AX_0058_1_0;1;0;0;0;0;1;0;1;1;0;1;1;0;0;0;0;0
Q40_SR_AX_0059_0_0;1;0;0;1;1;1;0;1;1;0;1;1;1;1;0;0;0
PLC_TIME_SetReset;1;1;0;0;1;1;1;0;1;0;1;1;1;1;0;0;1
PLC_TIME_GetTime;1;1;0;0;1;1;1;1;1;1;1;0;1;1;0;1;1
Q40_SR_AX_0065_0_0;1;0;0;1;1;1;0;1;1;0;1;1;1;0;0;0;0
Q40_SR_AX_0070_0_0;1;0;0;1;1;1;0;1;1;1;0;1;1;1;1;0;1
Q40_SR_AX_0090_0_1;1;0;0;1;1;1;0;1;1;1;1;1;0;0;0;0;0
Q40_SR_AX_0091_0_1;1;0;0;1;1;1;0;1;1;1;1;1;1;1;0;0;0
Q40_SR_AX_0092_0_0;1;0;0;1;1;1;0;1;1;1;1;1;0;1;0;0;0
Q40_SR_AX_0093_2_0;1;0;0;1;1;1;0;1;1;1;0;1;0;1;0;0;0
Q40_SR_AX_0095_0_0;1;0;0;1;1;1;0;1;1;1;1;1;1;1;0;0;0
Q40_SR_AX_0096_0_0;1;0;0;1;1;1;0;1;1;1;1;1;1;1;0;0;0
Q40_SR_AX_0110_0_0;1;0;0;1;1;1;0;1;1;1;0;1;1;1;1;0;1
Q40_SR_AX_0115_0_0;1;0;0;0;1;1;0;0;1;1;1;1;1;0;0;0;0
Q40_SR_AX_0120_0_0;1;0;0;0;0;1;0;1;1;0;0;0;0;1;1;0;1
Q40_SR_AX_0130_0_0;1;0;0;0;0;1;0;1;1;1;0;0;0;0;1;0;1
Q40_SR_AX_0140_0_0;1;0;0;0;0;1;0;1;1;1;0;0;0;0;1;0;1
Q40_SR_AX_0145_0_0;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0
Q40_SR_AX_0150_0_0;1;0;0;1;1;1;0;1;1;1;1;1;1;0;1;0;1
Q40_SR_AX_0170_3_0;1;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0
Q40_SR_AX_0180_1_0;1;0;0;1;1;1;0;1;1;1;1;1;1;1;0;0;0
PLC_GEST_ORD_SetDes;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0
Q40_SR_AX_0200_0_0;1;0;0;1;1;1;0;1;1;1;0;0;0;0;0;0;0
PLC_GEST_MAQ_SetChange;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
PLC_TRAIN_PULSE_SetInput;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1
Q40_SR_AX_0220_0_0;1;0;0;1;0;0;0;1;1;1;0;0;1;1;0;0;0
PLC_TRAIN_PULSE_GetValue;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1
Q40_SR_AX_0233_0_0;1;0;0;1;1;1;0;1;1;1;1;1;0;0;0;0;0
Q40_SR_AX_0234_0_0;1;0;0;0;0;1;0;0;1;0;1;1;1;1;0;0;0
PLC_GEST_VAL_SetStart;1;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0
PLC_GEST_VAL_GetValue;1;1;0;0;1;1;1;1;1;1;1;1;0;0;0;1;1
PLC_GEST_VAL_GetStarted;1;1;0;0;1;1;1;1;1;0;1;1;0;0;0;1;1
Q40_SR_AX_0260_0_0;1;0;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1
Q40_SR_AX_0270_0_1;1;0;0;0;1;1;0;1;1;1;0;1;1;1;0;0;0
Q40_SR_AX_0280_0_1;1;0;0;1;1;1;0;1;1;1;0;1;0;1;0;0;0
Q40_SR_AX_0281_0_0;1;0;0;1;1;0;0;1;1;1;0;1;0;1;0;1;1
Q40_SR_AX_0290_0_1;1;0;0;1;1;1;0;1;1;1;0;1;1;1;0;0;0
Q40_SR_AX_0300_0_1;1;0;0;1;1;1;0;1;1;1;0;1;1;1;0;0;0
Q40_SR_AX_0305_0_0;1;0;0;1;1;1;0;1;1;1;0;1;1;1;0;0;0
Q40_SR_AX_0320_0_0;1;0;0;1;1;1;0;1;1;1;1;1;1;1;0;0;0
Q40_SR_AX_0330_0_0;1;0;0;1;1;1;0;1;1;1;0;1;1;0;1;0;1
Q40_SR_AX_0340_0_0;1;0;0;1;1;1;0;1;1;1;1;1;1;1;0;0;0
Q40_SR_AX_0345_0_0;1;0;0;1;1;1;0;1;1;1;1;1;1;1;0;0;0
Q40_SR_AX_0350_0_0;1;0;0;1;1;1;0;1;1;1;1;1;1;1;0;0;0
Q40_SR_AX_0360_0_0;1;0;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1
Q40_SR_AX_0370_0_0;1;0;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1
Q40_SR_AX_0380_0_0;1;0;0;1;1;1;0;1;1;1;0;1;1;1;0;0;0
Q40_SR_AX_0390_0_0;1;0;0;1;1;1;0;1;1;1;1;1;1;1;0;0;1
Q40_SR_AX_0400_0_0;1;0;0;1;1;1;0;1;1;1;0;1;1;1;1;0;0
Q40_SR_AX_0410_0_0;1;0;0;1;1;1;0;1;1;1;1;1;1;1;1;0;1
Q40_SR_AX_0420_0_0;1;0;0;1;1;1;0;1;1;1;1;1;1;1;0;0;0
Q40_SR_AX_0430_0_0;1;0;0;1;1;1;0;1;1;1;1;1;1;1;1;0;1
Q40_SR_AX_0440_0_0;1;0;0;1;1;1;0;1;1;1;1;1;1;1;1;0;1
Q40_SR_AX_0445_0_0;1;0;0;1;1;1;0;1;1;1;1;1;1;1;0;0;1
Q40_SR_AX_0446_0_0;1;0;0;1;1;1;0;1;1;1;0;1;1;1;0;0;0
PLC_CTRL_UP_DWN_Eval;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
PLC_CTRL_UP_DWN_GetValue;1;1;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0
PLC_GEST_VAL_SetChange;1;1;0;0;1;1;1;1;1;1;1;1;0;0;0;1;1
PLC_TRAIN_PULSE_SetInit;1;1;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0
PLC_GEST_ORD_SetConMientras;1;1;0;0;0;1;1;1;1;1;0;0;1;1;1;1;1
Q40_SR_AX_0460_0_1;1;0;0;0;0;1;0;0;1;1;1;1;1;1;0;0;0
Q40_SR_AX_0470_0_0;1;0;0;1;1;1;0;1;1;1;1;1;1;1;1;0;1
Q40_SR_AX_0480_0_0;1;0;0;1;1;1;0;1;1;1;1;1;1;1;1;0;0
Q40_SR_AX_0490_0_0;1;0;0;1;1;1;0;1;1;1;1;1;1;1;0;0;0
Q40_SR_AX_0500_0_0;1;0;0;1;1;1;0;1;1;1;1;1;1;1;1;0;1
PLC_GEST_ORD_SetConmut;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
PLC_GEST_MAQ_GetEstado;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Q40_SR_AX_0609_0_0;1;0;0;1;1;1;0;1;1;1;1;1;0;0;0;0;0
Q40_SR_AX_0700_0_0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;1
PLC_GEST_ORD_SetInhibi;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0
Q40_SR_AX_0720_0_0;1;0;0;0;0;0;0;1;1;1;0;0;1;0;1;1;1
Q40_SR_AX_0750_0_0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;1;0;0
Q40_SR_AX_0780_0_0;1;0;0;0;0;0;0;1;1;1;0;1;1;0;1;1;1
Q40_SR_AX_0790_0_0;1;0;0;0;0;0;0;1;1;1;0;1;1;0;1;1;0
PLC_GEST_ORD_SetCopia;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;1
RUN;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
V_ACOPL_ACTIVE_CheckCosmos;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
CS_SET_HW_LED;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
CS_UNSET_HW_LED;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
Start_ACTIVE_CheckCosmos;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
CosmosStatus_ACTIVE_CheckCosmos;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
estado;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
delay_c;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
ret;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Address_ACTIVE_CheckCosmos;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
ReadHeartBeats_ACTIVE_CheckCosmos;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
CCVarQualityReset_ACTIVE_CheckCosmos;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
RefreshAdmVars_ACTIVE_CheckCosmos;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
CS_TRACE;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
AL3034;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0
AL_DUMMY_ACTIVE_CheckCosmos;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
GW_TYPE==2;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
GW_TYPE==3;1;0;0;1;0;0;1;1;1;1;1;1;1;1;0;0;0
CCU_CCU_RED_OK_ACTIVE_CheckCosmos;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
CCU_ADM_RED_OK_ACTIVE_CheckCosmos;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
LINES_ACTIVE_CheckCosmos;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
LA_OK_ACTIVE_CheckCosmos;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
LB_OK_ACTIVE_CheckCosmos;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
GWS_OK_ACTIVE_CheckCosmos;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
LS_TRAIN_OK_ACTIVE_CheckCosmos;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
AL3032;1;0;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0
AL3033;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0
AL3030;1;0;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0
AL3031;1;0;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0
GW_TYPE;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
CcusAreOK_ACTIVE_CheckCosmos;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
fnLRS_ACTIVE_CheckCosmos;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
LINE_A_OK;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
LINE_B_OK;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
GwsAreOK_ACTIVE_CheckCosmos;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
trainbus_fnLRS_ACTIVE_CheckCosmos;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
TrazasDepuracion_ACTIVE_CheckCosmos;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
GW_TYPE==1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
GW2_HEART_ANT;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
ERROR_HB_GW1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
ERROR_HB_GW2;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
FAIL_GW_1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
FAIL_GW_2;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
FAIL_GW_NOACT;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
GWS_WTB_RED==0;1;0;0;1;0;0;1;1;1;1;1;1;1;1;0;0;0
GWS_WTB_RED==1;1;0;0;1;0;0;1;1;1;1;1;1;1;1;0;0;0
GW1_STATUS;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
GW2_STATUS;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
GW1_HEART_ANT;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
GW_CAB1_ACT;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
GW_CAB2_ACT;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
GWS_WTB_RED;1;0;0;1;0;0;1;1;1;1;1;1;1;1;0;0;0
GW1_FAIL;1;0;0;1;0;0;1;1;1;1;1;1;1;1;0;0;0
GW2_FAIL;1;0;0;1;0;0;1;1;1;1;1;1;1;1;0;0;0
GW_NOACT_FAIL;1;0;0;1;0;0;1;1;1;1;1;1;1;1;0;0;0
NMA_get_gw2_fail;1;0;0;1;0;0;1;1;1;1;1;1;1;1;0;0;0
NMA_get_gw1_fail;1;0;0;1;0;0;1;1;1;1;1;1;1;1;0;0;0
NMA_get_gw_noact_fail;1;0;0;1;0;0;1;1;1;1;1;1;1;1;0;0;0
LAT_1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
RLD_1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
LAT_2;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
RLD_2;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
ERR_B_GW1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
ERR_A_GW1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
ERR_B_GW2;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
ERR_A_GW2;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
inaugOk;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
GW1Ok=;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
GW2Ok=;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
count_inaug_OK;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
count_GW1_OK;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
count_GW2_OK;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
count_max;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
GW1Ok;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
GW2Ok;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
ERR_B;1;0;0;1;0;0;1;1;1;1;1;1;1;1;0;0;0
ERR_A;1;0;0;1;0;0;1;1;1;1;1;1;1;1;0;0;0
Q_GW_CAB1_COUNT;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
Q_GW_CAB2_COUNT;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
0;1;0;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1
IS_CCU1_FLAG_ACTIVE_CheckCosmos;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
LOCAL_ADD_ACTIVE_CheckCosmos;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
CCUS_TOPO==4;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
CCUS_TOPO;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
CCU_ID1_AJENA_HB_Reserved2;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
CCU_ID1_AJENA_HB_ACT;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
CCU_ID1_AJENA_HB_COUNTER;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
CCU_ID2_AJENA_HB_Reserved1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
CCU_ID2_AJENA_HB_Reserved2;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
CCU_ID2_AJENA_HB_ACT;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
CCU_ID2_AJENA_HB_COUNTER;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
Reserved1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
Reserved2;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
ACT;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
BA_MASTER_ACTIVE_CheckCosmos;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
BA_ACTUALISED_ACTIVE_CheckCosmos;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
HAL_READ_UINT16;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
count_NOK;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
max;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
CCUS_TOPO==3;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
Count1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
Count2;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
CCUS_TOPO==1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
CCUS_TOPO==2;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
CountAjeno2;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
CountAjeno1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
i;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
imax;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
LAT;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
RLD;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
dLOCAL_ADD;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
dLA_OK;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
dLB_OK;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
dCCU_ADM_RED_OK;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
dCCU_CCU_RED_OK;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
ciclos;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
PrintTrazas_ACTIVE_CheckCosmos;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
LADD;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
LINA;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
LINB;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
